text,dim_labels,sentiment_labels,risk_label
"叫服务员催一下菜，服务员说已经在做了然后就没了下文。","3,4","1,1,1,0,0,1,1,1",1,30
"桂花糕很香很软，桂花味很浓，甜度刚好。","0","1,1,1,1,1,1,1,1",0,26
"点了一份烤鱼，等了五十分钟才上，鱼还是凉的。","0,4","0,1,1,1,0,1,1,1",1,29
"锅贴底很脆，肉馅很多汁，蘸醋吃特别好吃。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的装修风格很复古，老上海的感觉，很有味道。","2","1,1,1,1,1,1,1,1",0,28
"服务员上菜的时候把菜汤滴到桌上了，也不擦。","3","1,1,1,0,1,1,1,1",1,27
"青椒土豆丝很家常，土豆丝很脆，青椒很香。","0","1,1,1,1,1,1,1,1",0,26
"吃完之后手上一直有股腥味，洗了好几遍还有。","7","1,1,1,1,1,1,1,0",3,28
"马拉盏炒空心菜很香，虾酱味很足，空心菜很脆。","0","1,1,1,1,1,1,1,1",0,28
"等位的时候服务员态度很冷淡，好像不欢迎我们。","3","1,1,1,0,1,1,1,1",1,28
"炸虾球很大个，虾肉很弹，外面的面包糠很酥脆。","0,1","1,1,1,1,1,1,1,1",0,28
"店里的筷子是一次性竹筷，很多倒刺，容易扎手。","2","1,1,0,1,1,1,1,1",0,28
"黑椒鸡扒饭很香，鸡扒很嫩，黑椒汁很浓，饭很香。","0","1,1,1,1,1,1,1,1",0,28
"点了一杯热巧克力，结果上来是温的，不热。","0","0,1,1,1,1,1,1,1",1,27
"服务员问我们要不要加饭，我们说要，然后就再也没来。","3","1,1,1,0,1,1,1,1",1,30
"麻辣花生很脆很香，麻辣味很足，停不下来。","0","1,1,1,1,1,1,1,1",0,26
"餐厅的椅子坐垫太薄了，坐一会儿就硌得慌。","2","1,1,0,1,1,1,1,1",0,27
"红烧羊肉煲很入味，羊肉很烂，胡萝卜很甜。","0","1,1,1,1,1,1,1,1",0,27
"服务员收盘时碗碟碰撞声很大，像在打架一样。","3,2","1,1,0,0,1,1,1,1",1,29
"香蕉煎饼很香，香蕉很甜，饼皮很脆，炼乳很香。","0","1,1,1,1,1,1,1,1",0,28
"凉拌鸡丝很清爽，鸡肉很嫩，黄瓜丝很脆，酱汁很香。","0","1,1,1,1,1,1,1,1",0,28
"服务员说我们这个桌有最低消费，点菜时也没提前说。","3,5","1,1,1,0,1,0,1,1",2,31
"凤爪排骨饭很香，凤爪很软糯，排骨很嫩，饭很香。","0","1,1,1,1,1,1,1,1",0,28
"餐厅的空调噪音很大，像拖拉机一样，很吵。","2","1,1,0,1,1,1,1,1",0,26
"蒜泥白肉很薄很嫩，蒜泥很多，红油很香。","0","1,1,1,1,1,1,1,1",0,27
"等了很久才上的汤是温的，上面还有一层凝固的油。","0,4","0,1,1,1,0,1,1,1",1,30
"脆皮烧鸭很香，鸭皮很脆，鸭肉很嫩，酸梅酱很解腻。","0","1,1,1,1,1,1,1,1",0,29
"收银台的小姑娘态度很好，笑脸相迎，很舒服。","3","1,1,1,1,1,1,1,1",0,28
"梅干菜扣肉很香，梅干菜很入味，五花肉很烂。","0","1,1,1,1,1,1,1,1",0,27
"服务员在餐桌旁边抠指甲，看了很倒胃口。","3,7","1,1,1,0,1,1,1,0",3,28
"羊肉泡馍很正宗，羊肉汤很浓郁，馍很筋道。","0","1,1,1,1,1,1,1,1",0,26
"吃到一半有推销员进来推销，很烦人，影响心情。","2,3","1,1,0,0,1,1,1,1",1,30
"烤韭菜很香，韭菜很嫩，孜然辣椒粉撒得很均匀。","0","1,1,1,1,1,1,1,1",0,28
"服务员结账时没有给小票，我问了才给打印。","3,5","1,1,1,0,1,0,1,1",1,29
"蜜汁莲藕很甜很糯，藕洞里的糯米很Q弹，桂花很香。","0","1,1,1,1,1,1,1,1",0,28
"店里的洗手间很臭，门也关不严，很不卫生。","2,7","1,1,0,1,1,1,1,0",3,28
"重庆火锅很正宗，牛油锅底很香，毛肚鸭肠都很新鲜。","0,1","1,1,1,1,1,1,1,1",0,29
"服务员端汤的时候手一直在抖，汤洒了一半在托盘里。","3","1,1,1,0,1,1,1,1",1,29
"烧腊拼盘很丰富，烧鹅叉烧白切鸡都有，每样都好吃。","0","1,1,1,1,1,1,1,1",0,28
"餐厅的入口很窄，两个人并排走都过不去。","2","1,1,0,1,1,1,1,1",0,27
"酸梅鹅很入味，鹅肉很嫩，酸梅酱酸甜可口。","0","1,1,1,1,1,1,1,1",0,27
"服务员帮我们把大包小包拎到座位上，很热心。","3","1,1,1,1,1,1,1,1",0,27
"干锅土豆片很香，土豆片炸得很脆，辣椒很够味。","0","1,1,1,1,1,1,1,1",0,28
"菜里有几根头发丝，挑了之后继续吃，但心情很差。","7","1,1,1,1,1,1,1,0",3,28
"牛肉拉面很劲道，汤头很清甜，牛肉很烂。","0","1,1,1,1,1,1,1,1",0,26
"店里的吊扇积了厚厚一层灰，开的时候灰都在飘。","2,7","1,1,0,1,1,1,1,0",3,30
"香芋西米露很香滑，香芋很粉，西米很Q弹。","0","1,1,1,1,1,1,1,1",0,27
"服务员上菜的时候不看路，差点撞到我们桌了。","3","1,1,1,0,1,1,1,1",1,28
"蛋包饭的蛋皮很嫩，里面的炒饭很香，番茄酱画得很漂亮。","0","1,1,1,1,1,1,1,1",0,29
"餐厅的沙发有烟味，坐上去很难受，想换个位置。","2","1,1,0,1,1,1,1,1",0,29
"椒麻鸡丝凉面很爽口，麻味很足，面条很筋道。","0","1,1,1,1,1,1,1,1",0,27
"买单时被强制收了两块钱的餐位费，事先没说。","5,3","1,1,1,0,1,0,1,1",1,28
"奶香小馒头很松软，炼乳很多，小朋友很喜欢。","0","1,1,1,1,1,1,1,1",0,27
"店里的音乐循环播放，就那几首歌，听烦了。","2","1,1,0,1,1,1,1,1",0,26
"泡菜豆腐汤很开胃，泡菜很酸爽，豆腐很嫩。","0","1,1,1,1,1,1,1,1",0,27
"服务员拿来的儿童座椅很脏，我们自己擦了好几遍。","3,7","1,1,1,0,1,1,1,0",2,30
"香茅草烤鱼很特别，香茅味很足，鱼肉很鲜嫩。","0,1","1,1,1,1,1,1,1,1",0,27
"餐厅的WiFi要手机验证才能连，很麻烦，连了半天。","2","1,1,0,1,1,1,1,1",0,29
"牛肉丸汤很鲜美，牛肉丸很弹牙，芹菜粒很香。","0,1","1,1,1,1,1,1,1,1",0,28
"服务员收盘子时差点把碗摔了，响声吓我一跳。","3","1,1,1,0,1,1,1,1",1,29
"紫菜包饭很好吃，里面的料很丰富，米饭也很香。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的炉灶就在大厅旁边，油烟直接飘过来，很呛。","2,7","1,1,0,1,1,1,1,0",3,29
"麻辣豆干很香很有嚼劲，麻辣味很足，越嚼越香。","0","1,1,1,1,1,1,1,1",0,28
"服务员全程称呼我们'帅哥美女'，很亲切很舒服。","3","1,1,1,1,1,1,1,1",0,27
"清蒸鲈鱼很鲜嫩，蒸鱼豉油很鲜，葱丝姜丝很提味。","0,1","1,1,1,1,1,1,1,1",0,28
"上菜时间间隔太长，前面两道菜吃完了后面的还没来。","4","1,1,1,1,0,1,1,1",1,29
"炸排骨很香脆，肉很多，撒的辣椒粉很够味。","0","1,1,1,1,1,1,1,1",0,27
"店里的花瓶积了很厚一层灰，里面的花也枯了。","2","1,1,0,1,1,1,1,1",0,27
"菠萝海鲜饭很好吃，菠萝很甜，虾仁腰果都很多。","0,1","1,1,1,1,1,1,1,1",0,28
"服务员一直站在旁边等小费，但我们这里没有这个习惯。","3,5","1,1,1,0,1,0,1,1",1,30
"芝麻鸡很香，鸡皮很脆，芝麻很多，肉很嫩。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的宣传单上写'新店开业八折'，结账时说不包含海鲜。","5,3","1,1,1,0,1,0,1,1",2,32
"银针粉很有嚼劲，炒得很香，配料很多。","0","1,1,1,1,1,1,1,1",0,25
"吃了两口发现菜里有一小块锡纸，应该是包装残留。","7","1,1,1,1,1,1,1,0",3,28
"香煎鲳鱼很香，鱼皮很脆，鱼肉很嫩，很新鲜。","0,1","1,1,1,1,1,1,1,1",0,27
"服务员把我们的菜和隔壁桌的搞混了，互相换了一次。","3","1,1,1,0,1,1,1,1",1,29
"桂花蜜山药很清爽，山药很脆，桂花很香，很开胃。","0","1,1,1,1,1,1,1,1",0,28
"等了半小时才有人来点菜，期间叫了三个服务员都说等一下。","3,4","1,1,1,0,0,1,1,1",2,32
"酱烤鱿鱼很香，鱿鱼很嫩，酱汁很浓，很好吃。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的椅子是布艺的，上面很多污渍，坐着不舒服。","2","1,1,0,1,1,1,1,1",0,28
"萝卜干炒腊肉很香，萝卜干很脆，腊肉很香，很下饭。","0","1,1,1,1,1,1,1,1",0,28
"服务员倒水的时候水壶没拿稳，水洒了一桌子。","3","1,1,1,0,1,1,1,1",1,27
"蛋挞有点凉了，不够酥，蛋液也塌了。","0","0,1,1,1,1,1,1,1",1,26
"泰式凤爪很酸辣，鸡爪很脆，很开胃，很好吃。","0","1,1,1,1,1,1,1,1",0,27
"店里的招牌是烤鸭，但今天卖完了，白来了。","3","1,1,1,0,1,1,1,1",1,27
"葱爆海参很入味，海参很糯，大葱很甜，很高级。","0","1,1,1,1,1,1,1,1",0,27
"服务员上菜的时候把我们的筷子碰掉在地上了，捡起来就放回去了。","3,7","1,1,1,0,1,1,1,0",3,32
"南瓜小米粥很暖胃，南瓜很甜，小米很糯。","0","1,1,1,1,1,1,1,1",0,26
"餐厅的桌角很尖锐，小孩子跑来跑去很容易撞到。","2","1,1,0,1,1,1,1,1",0,28
"麻辣烫里的油条吸饱了汤汁，特别好吃。","0","1,1,1,1,1,1,1,1",0,26
"买单时商家说不能抹零，几毛钱也要收，太死板了。","5,3","1,1,1,0,1,0,1,1",1,30
"牛肉馅饼很香，肉馅很多汁，饼皮很酥脆。","0","1,1,1,1,1,1,1,1",0,27
"餐厅里有蚊子飞来飞去，叫服务员拿驱蚊水也没有。","2,7","1,1,0,1,1,1,1,0",3,29
"酸汤牛肉很开胃，牛肉很嫩，金针菇和粉丝吸饱了汤汁。","0","1,1,1,1,1,1,1,1",0,28
"服务员在客人面前整理头发，头发都掉到菜上面了。","3,7","1,1,1,0,1,1,1,0",3,30
"糖花卷很甜很香，红糖味很足，花卷很软。","0","1,1,1,1,1,1,1,1",0,26
"上菜时服务员把菜名报得很大声，整个餐厅都听得见。","3","1,1,1,0,1,1,1,1",1,29
"干贝冬瓜汤很清甜，干贝很鲜，冬瓜很嫩。","0","1,1,1,1,1,1,1,1",0,26
"店里的餐具都是消毒过的，用之前还是温热的，很放心。","7","1,1,1,1,1,1,1,1",0,29
"水煮牛肉的肉片很嫩滑，但底下的豆芽太多了，肉太少。","0,5","0,1,1,1,1,0,1,1",1,30
"炸酱面味道中规中矩，没有特别惊艳，但也不难吃。","0","0,1,1,1,1,1,1,1",0,28
"服务员看到我们带着宝宝，主动帮忙拿宝宝椅，很贴心。","3","1,1,1,1,1,1,1,1",0,29
"铁板鱿鱼须很香，鱿鱼很嫩，洋葱很甜，酱汁很浓。","0","1,1,1,1,1,1,1,1",0,28
"餐厅的窗帘上都是油烟，看起来很脏很旧。","2","1,1,0,1,1,1,1,1",0,26
"葱油面很简单但很香，葱油味很足，面条筋道。","0","1,1,1,1,1,1,1,1",0,27
"吃完之后感觉胃里很不舒服，隐隐作痛。","7","1,1,1,1,1,1,1,0",3,26
"蒜蓉烤生蚝很香，生蚝很大个，蒜蓉很多很够味。","0,1","1,1,1,1,1,1,1,1",0,28
"服务员把我们的预订信息弄丢了，查了半天才找到。","3","1,1,1,0,1,1,1,1",1,28
"芝士玉米粒很好吃，芝士很多，玉米很甜，小朋友最爱。","0","1,1,1,1,1,1,1,1",0,28
"餐厅的过道堆满了货箱，走路都要绕来绕去。","2","1,1,0,1,1,1,1,1",0,27
"麻辣鸭脖子很入味，鸭脖很大，啃得很过瘾。","0","1,1,1,1,1,1,1,1",0,27
"服务员给每桌客人都送了一份小水果，很贴心。","3","1,1,1,1,1,1,1,1",0,27
"清炒豆苗很嫩很清香，炒得刚刚好，不会老。","0","1,1,1,1,1,1,1,1",0,26
"点了一个大份披萨，结果上来是中等大小，分量不够。","5","1,1,1,1,1,0,1,1",2,29
"梅子酒很好喝，梅子味很足，酒味不重，女生也爱喝。","0","1,1,1,1,1,1,1,1",0,28
"店里的排气扇声音很大，一直在嗡嗡响，很吵。","2","1,1,0,1,1,1,1,1",0,27
"椒盐玉米很香，玉米很甜，椒盐味很足，很好吃。","0","1,1,1,1,1,1,1,1",0,27
"服务员送餐时把菜放在了桌角，我差点没看到。","3","1,1,1,0,1,1,1,1",1,27
"豆皮卷很好吃，豆皮很香，里面的蔬菜很新鲜。","0,1","1,1,1,1,1,1,1,1",0,28
"餐厅的菜单很精致，图片拍得很好，看了很有食欲。","2","1,1,1,1,1,1,1,1",0,27
"番茄蛋花汤很家常，鸡蛋很嫩，番茄很甜。","0","1,1,1,1,1,1,1,1",0,25
"服务员结账时多算了一个菜，要不是我看了一眼就被坑了。","3,5","1,1,1,0,1,0,1,1",2,32
"麻婆豆腐很麻辣，豆腐很嫩，肉末很香，很下饭。","0","1,1,1,1,1,1,1,1",0,28
"餐厅的座位很硬，没有靠垫，坐久了腰酸。","2","1,1,0,1,1,1,1,1",0,27
"鱼丸汤很鲜美，鱼丸很弹牙，紫菜虾皮很多。","0,1","1,1,1,1,1,1,1,1",0,27
"服务员催我们结账说他们要下班了，态度很不耐烦。","3","1,1,1,0,1,1,1,1",1,28
"糖油果子很香甜，外皮很脆，里面很软糯。","0","1,1,1,1,1,1,1,1",0,26
"吃到了没熟透的鸡肉，带血丝，让厨房重新做了。","0,7","0,1,1,1,1,1,1,0",3,29
"黑椒牛仔骨很嫩，黑椒味很浓，洋葱很甜，非常好吃。","0","1,1,1,1,1,1,1,1",0,28
"餐厅的空调很给力，夏天来吃火锅也不热。","2","1,1,1,1,1,1,1,1",0,26
"凉拌莴笋丝很脆很爽口，麻油很香，很开胃。","0","1,1,1,1,1,1,1,1",0,27
"服务员上菜的时候说'这是你们的菜'，然后重重放下就走了。","3","1,1,1,0,1,1,1,1",1,30
"砂锅米线很烫很鲜，米线很滑，配料很丰富。","0","1,1,1,1,1,1,1,1",0,27
"店里的大屏幕在放球赛，声音很大，不看球的人很烦。","2","1,1,0,1,1,1,1,1",0,28
"韭菜炒鸡蛋很香很下饭，韭菜很嫩，鸡蛋很香。","0","1,1,1,1,1,1,1,1",0,27
"吃了之后喉咙很干很痒，怀疑是味精放太多了。","0,7","0,1,1,1,1,1,1,0",3,29
"水晶虾饺很好吃，皮很薄很透，虾肉很大颗。","0,1","1,1,1,1,1,1,1,1",0,27
"餐厅的入口处没有无障碍通道，坐轮椅的客人进不来。","2","1,1,0,1,1,1,1,1",0,28
"酱香排骨很入味，排骨很大块，肉很多，啃着过瘾。","0","1,1,1,1,1,1,1,1",0,28
"服务员全程黑脸，但最后要好评的时候突然笑得很灿烂。","3","1,1,1,0,1,1,1,1",1,30
"雪梨炖银耳很润喉，雪梨很甜，银耳出胶了。","0","1,1,1,1,1,1,1,1",0,27
"菜单上的辣度标注不准，微辣已经很辣了，受不了。","0","0,1,1,1,1,1,1,1",1,28
"香酥鸭头很香，鸭头炸得很酥，撒的椒盐很够味。","0","1,1,1,1,1,1,1,1",0,27
"服务员把我们订的蛋糕提前切了，还没点蜡烛就切了。","3","1,1,1,0,1,1,1,1",1,28
"泡椒牛蛙很嫩很入味，泡椒味很足，很开胃。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的停车券要消费满200才送，但之前没有说明。","5,3","1,1,1,0,1,0,1,1",1,30
"三鲜水饺很好吃，饺子皮很薄，馅料很鲜很多汁。","0","1,1,1,1,1,1,1,1",0,28
"服务员倒茶的时候茶叶梗漂出来了，也没过滤好。","0,3","0,1,1,0,1,1,1,1",1,29
"葱油花卷很香很软，葱味很足，配粥很好。","0","1,1,1,1,1,1,1,1",0,26
"吃饭的时候一直有苍蝇在头顶飞，很影响食欲。","2,7","1,1,0,1,1,1,1,0",3,29
"小炒黄牛肉很嫩很香，香菜和辣椒都很多，很下饭。","0","1,1,1,1,1,1,1,1",0,28
"餐厅的服务员都戴着口罩和手套，卫生措施做得很好。","3,7","1,1,1,1,1,1,1,1",0,29
"榴莲冰淇淋很好吃，榴莲味很浓，冰淇淋很顺滑。","0","1,1,1,1,1,1,1,1",0,27
"点了一份熟食拼盘，里面有一块肉是酸的，明显坏了。","1,7","1,0,1,1,1,1,1,0",3,30
"锅盔很香很脆，肉馅很多，孜然味很足。","0","1,1,1,1,1,1,1,1",0,26
"服务员上菜的时候菜名都报错了，张冠李戴的。","3","1,1,1,0,1,1,1,1",1,27
"红豆冰很好吃，红豆很绵密，冰沙很细腻。","0","1,1,1,1,1,1,1,1",0,26

"买单时发现被收了服务费，但全程没什么服务。","5,3","1,1,1,0,1,0,1,1",1,28
"金枪鱼三明治很好吃，金枪鱼很多，面包烤得很脆。","0,1","1,1,1,1,1,1,1,1",0,28
"餐厅的沙发太矮了，坐着窝肚子，不舒服。","2","1,1,0,1,1,1,1,1",0,26
"泡椒笋尖很脆很酸辣，很开胃，解腻好菜。","0","1,1,1,1,1,1,1,1",0,27
"服务员把我们催菜的要求转告给厨房，但厨房根本没做。","3,4","1,1,1,0,0,1,1,1",1,31
"白糖糕很软很甜，微微酸味很特别，很好吃。","0","1,1,1,1,1,1,1,1",0,27
"店里的洗手池台面很脏，都是水渍和头发。","2,7","1,1,0,1,1,1,1,0",3,28
"麻辣牛肉干很有嚼劲，麻辣味很足，越嚼越香。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的包间有独立卫生间，很方便，很私密。","2","1,1,1,1,1,1,1,1",0,27
"锅包肉炸得不够脆，有点软了，酱汁也偏甜。","0","0,1,1,1,1,1,1,1",1,27
"服务员给小朋友送了贴纸和小玩具，孩子很开心。","3","1,1,1,1,1,1,1,1",0,28
"脆皮鸡排饭很好吃，鸡排很大块，皮很脆肉很嫩。","0","1,1,1,1,1,1,1,1",0,27
"餐桌上没有纸巾，叫了两次才拿来，很不方便。","3","1,1,1,0,1,1,1,1",1,28
"白果猪肚汤很浓郁，猪肚很脆，白果很糯。","0","1,1,1,1,1,1,1,1",0,26
"店里的服务员都是小年轻，服务意识不强，业务不熟。","3","1,1,1,0,1,1,1,1",1,29
"三文鱼刺身很新鲜，厚切很满足，芥末也很正。","1","1,1,1,1,1,1,1,1",0,27
"吃到了变质的虾，肉是粉的，一股氨水味。","1,7","1,0,1,1,1,1,1,0",3,27
"香辣鸡翅很香很辣，鸡翅很嫩，外皮很脆。","0","1,1,1,1,1,1,1,1",0,27
"餐厅的灯具很别致，都是复古的铜灯，很有质感。","2","1,1,1,1,1,1,1,1",0,28
"炒面太油了，吃了半碗就腻了，盘底全是油。","0","0,1,1,1,1,1,1,1",1,27
"服务员忙得脚不沾地，但还是面带微笑，很敬业。","3","1,1,1,1,1,1,1,1",0,28
"酸辣藕丁很脆很开胃，酸辣味很适中，很下饭。","0","1,1,1,1,1,1,1,1",0,27
"结账时商家说发票用完了，让改天来拿，太麻烦了。","5,3","1,1,1,0,1,0,1,1",1,30
"羊肉串很大串，肉很多，烤得很香，孜然味很足。","0,1","1,1,1,1,1,1,1,1",0,28
"餐厅的窗边座位景色很好，可以看到城市夜景。","2","1,1,1,1,1,1,1,1",0,28
"口水鸡里的花生碎不脆了，有点皮软，影响口感。","0","0,1,1,1,1,1,1,1",1,28
"服务员给我们推荐了今日特价菜，确实很划算。","3,5","1,1,1,1,1,1,1,1",0,28
"芝士焗饭很好吃，芝士很多，米饭很香，料很足。","0","1,1,1,1,1,1,1,1",0,27
"店里的筷子筒很脏，里面都是积灰和油垢。","2,7","1,1,0,1,1,1,1,0",2,28
"干锅牛蛙里的土豆片炸得很脆很好吃，牛蛙也很嫩。","0","1,1,1,1,1,1,1,1",0,28
"上菜速度慢得离谱，一个凉菜等了二十分钟。","4","1,1,1,1,0,1,1,1",1,26
"香葱饼干很酥脆，葱味很香，是店家自己做的。","0","1,1,1,1,1,1,1,1",0,27
"服务员收盘的时候碗碟叠得老高，看着都危险。","3","1,1,1,0,1,1,1,1",1,27
"南瓜蒸排骨很香，南瓜很甜，排骨很嫩滑。","0","1,1,1,1,1,1,1,1",0,26
"餐厅的招牌不亮，晚上路过差点没找到店面。","2","1,1,0,1,1,1,1,1",0,27
"酸梅汤很解腻，酸甜适中，配烤肉很搭。","0","1,1,1,1,1,1,1,1",0,25
"服务员把我们的订单弄丢了，又要重新点一遍。","3,4","1,1,1,0,0,1,1,1",1,29
"酱爆大虾很好吃，虾很大只，酱汁很浓很入味。","0,1","1,1,1,1,1,1,1,1",0,28
"店里的墙壁上有霉斑，看起来很久没粉刷了。","2","1,1,0,1,1,1,1,1",0,27
"腊味煲仔饭很香，腊肉腊肠铺满表面，饭焦很脆。","0","1,1,1,1,1,1,1,1",0,28
"服务生端菜时手指碰到了食物，当场看到了，吃不下去了。","3,7","1,1,1,0,1,1,1,0",3,31
"马蹄爽很好喝，马蹄粒很脆，很清甜解渴。","0","1,1,1,1,1,1,1,1",0,26
"团购的菜品种类有变化，换成了一些没人点的菜。","5","1,1,1,1,1,0,1,1",2,28
"椒麻手撕鸡很香，鸡肉很嫩，麻味很足，花椒很香。","0","1,1,1,1,1,1,1,1",0,28
"餐厅停车场要收费，吃饭也不免费停车，不合理。","2,5","1,1,0,1,1,0,1,1",1,28
"叉烧酥的酥皮很香很脆，叉烧馅甜咸适中。","0","1,1,1,1,1,1,1,1",0,26
"服务员上菜的时候洒了一路汤汁在地板上，也没拖。","3","1,1,1,0,1,1,1,1",1,28
"红枣桂圆茶很暖身，很养生，女生应该多喝。","0","1,1,1,1,1,1,1,1",0,27
"水煮虾很鲜甜，虾很新鲜，蘸料也很够味。","1","1,1,1,1,1,1,1,1",0,25
"店里的吊灯上全是蜘蛛网，卫生死角太多了。","2,7","1,1,0,1,1,1,1,0",3,29
"黑米粥熬得很浓稠，黑米很多，很养生，不甜。","0","1,1,1,1,1,1,1,1",0,27
"服务员说打包盒要收费，一块钱一个，太贵了。","5,3","1,1,1,0,1,0,1,1",1,29
"香酥排骨炸得很香，肉很多，孜然味很足。","0","1,1,1,1,1,1,1,1",0,26
"餐厅里没有宝宝换尿布的台子，带小宝宝的很不方便。","2","1,1,0,1,1,1,1,1",0,29
